sample_id,label,binary_target,severity_ordinal,repository,commit_hash,path,start_line,end_line,code_name,wmc,cbo,lcom,rfc,dit,loc,cc_max,nom,nof,cida,coa,jdeodorant_top,iplasma_top,designite_top,jspirit_top,code_churn,volatility,bug_fix_ratio,author_count,expert_score,hotspot_score,cm_score,complexity_level
SMOTE_SYNTHETIC_1793,GOD_CLASS,1,1,SMOTE_SYNTHETIC,SMOTE_SYNTHETIC,SMOTE_SYNTHETIC,0,0,SMOTE_SYNTHETIC,0.0015515872510878008,0.052391965143205446,0.8267587601528095,0.007904563268814073,0.0,0.0031442472075767793,0.03254759773682976,0.0021651592389009214,0.01129336301643571,0.16350728302178252,0.030460097964303035,1.0,0.712627515997276,0.8654269309051096,0.6929283796314678,0.0024944298686348605,0.24238424046141072,0.22198117835206416,0.06900485850978251,0.836120811584887,0.7665943535056192,0.7837447632311016,0.6009161150836887
SMOTE_SYNTHETIC_1880,GOD_CLASS,1,1,SMOTE_SYNTHETIC,SMOTE_SYNTHETIC,SMOTE_SYNTHETIC,0,0,SMOTE_SYNTHETIC,0.005121115048918251,0.036780593373406785,0.7711943168034447,0.0070700445041381055,0.0,0.004007052766849197,0.1073529356816901,0.002507698569928158,0.006160282597677338,0.30259904560658696,0.09192937795289455,1.0,0.9277682949066045,0.8540432846771865,1.0,0.00260131028047606,0.21604529544779752,0.0,0.014871105873081113,0.9714702483677655,0.7,0.9294171245048081,0.9313582950410334
4456492,GOD_CLASS,1,1,git@github.com:apache/drill.git,5e2251a9fd659b81ebfcd6702ee4ee16b3f7b6b3,/exec/java-exec/src/main/java/org/apache/drill/exec/planner/logical/DrillFilterItemStarReWriterRule.java,52,353,org.apache.drill.exec.planner.logical.DrillFilterItemStarReWriterRule,0.001369141653501843,0.042116630669546434,0.8909090909090909,0.006537348622870003,0.0,0.0017388498494191882,0.027777777777777776,0.0014221073044602456,0.0008831321754489255,0.6818181818181818,0.05382775119617225,1.0,0.6268484848484849,0.7746922866837324,0.4,0.0014478054106709414,0.09675332504726418,0.0,0.011235955056179775,0.7150330960627593,0.7,0.7752727272727273,0.5752727272727273
7045316,FEATURE_ENVY,0,0,git@github.com:google/sagetv.git,a35e3a450b4c0134cb097b9e7de76dca08eb6654,/java/sage/MetaImage.java,1083,1111,sage.MetaImage.getMetaImage Vector<Object>,0.031174302264349658,0.14578833693304535,0.918019801980198,0.0277569392348087,0.0,0.024254266456331566,0.4,0.013057530704589529,0.006770680011775096,0.1020232458028411,0.3145933014354067,1.0,0.9836039603960396,0.8845323171493412,1.0,0.012939259076883551,0.2862716540204221,0.0,0.056179775280898875,0.9932872225724114,0.7,0.9754059405940594,0.9754059405940594
3844294,LONG_METHOD,0,0,git@github.com:apache/accumulo.git,f896c98c2356a52dfa2235d2cc02ae556ab17909,/proxy/src/main/java/org/apache/accumulo/proxy/thrift/AccumuloProxy.java,126929,126932,org.apache.accumulo.proxy.thrift.AccumuloProxy.listNamespaceIterators_result#setOuch1 AccumuloException,0.005687203791469194,0.07127429805615551,1.0,0.012646018647519023,0.0,0.006041158755198623,0.08333333333333333,0.005300581771170007,0.005004415660877244,0.0057388809182209,0.039473684210526314,1.0,1.0,0.8228595006437212,1.0,1.0,0.27741109335936126,0.0975609756097561,0.06741573033707865,0.9833321668138957,0.7292682926829268,1.0,1.0
SMOTE_SYNTHETIC_3314,LONG_METHOD,1,1,SMOTE_SYNTHETIC,SMOTE_SYNTHETIC,SMOTE_SYNTHETIC,0,0,SMOTE_SYNTHETIC,0.0,0.012958963282937365,0.0,0.0018218840424391813,1.0,0.00046608346479277214,0.0,0.0,0.00029437739181630853,0.0,0.0,0.18,0.146,0.2552064769081929,0.2,0.7871940139535257,0.3708094665097986,0.25,0.07865168539325842,0.19810996228444946,0.7749999999999999,0.144,0.0
SMOTE_SYNTHETIC_1948,GOD_CLASS,1,1,SMOTE_SYNTHETIC,SMOTE_SYNTHETIC,SMOTE_SYNTHETIC,0,0,SMOTE_SYNTHETIC,0.0,0.012594392969067945,0.0,0.001917906639274655,1.0,0.0008464775093761389,0.0,0.0,0.0029475349814333963,0.0,0.0,0.21935036844257233,0.16384398027660768,0.3570242376323703,0.2,0.0021743087358506155,0.13507966208488695,0.031543232826519864,0.018678740329853005,0.23681034675999993,0.3385650216259201,0.13994889467228303,0.0
3924383,LONG_METHOD,0,0,git@github.com:apache/accumulo.git,f896c98c2356a52dfa2235d2cc02ae556ab17909,/proxy/src/main/java/org/apache/accumulo/proxy/thrift/ScanOptions.java,141,142,org.apache.accumulo.proxy.thrift.ScanOptions.ScanOptions,0.007424960505529226,0.07991360691144708,0.9832285115303984,0.013824884792626729,0.0,0.00737666714470099,0.1,0.00698125404007757,0.0058875478363261706,0.0212962962962962,0.04425837320574163,1.0,0.9966457023060796,0.8615132776240776,1.0,0.004075799705086587,0.2729502854738353,0.1818181818181818,0.0449438202247191,0.9914005880507728,0.7545454545454545,0.9949685534591196,0.9949685534591196
SMOTE_SYNTHETIC_3722,LONG_METHOD,1,1,SMOTE_SYNTHETIC,SMOTE_SYNTHETIC,SMOTE_SYNTHETIC,0,0,SMOTE_SYNTHETIC,0.00493393508531083,0.14599236595945903,0.5842641079680965,0.026684073357043335,0.0,0.0074299685901876335,0.04838011140688857,0.004424363733071301,0.014764005594304672,0.14165509450537728,0.17113780831245473,1.0,0.9012856922138184,0.8868953307846916,0.6,0.01721295338774476,0.28958242343967044,0.030203280704973197,0.12882513218284525,0.8663894307949952,0.7090609842114919,0.8671149938811472,0.7412833949459462
7461973,GOD_CLASS,0,0,git@github.com:spring-projects/spring-data-examples.git,ccae97890f85a3eaf8f4e05a1a07696e2b1e78a4,/jpa/deferred/src/main/java/example/repo/Customer1677Repository.java,9,12,example.repo.Customer1677Repository,0.0,0.0,0.0,0.0,0.0,6.27420048759501e-05,0.0,0.0,0.0,0.0,0.0,0.014,0.0035,0.0,0.0,3.2113983231148425e-05,0.0,0.0,0.011235955056179775,0.004624107155689053,0.0168,0.0,0.0
SMOTE_SYNTHETIC_792,FEATURE_ENVY,1,1,SMOTE_SYNTHETIC,SMOTE_SYNTHETIC,SMOTE_SYNTHETIC,0,0,SMOTE_SYNTHETIC,0.0004040023158806252,0.3749009228841699,0.0,0.09757079818104081,0.0,0.09429571036261437,0.01065556108135149,0.00041327321582488,0.22233622493996397,0.1723917560661509,0.001911882969142014,0.53516335156846,0.4436066633511891,0.8307645543062342,0.3360666335118911,0.07358932112390498,0.15633025888865784,0.06184846977813229,0.014827717218433087,0.5398848707348481,0.6209922236725853,0.35754002983929806,0.09973605172144995
SMOTE_SYNTHETIC_730,FEATURE_ENVY,1,1,SMOTE_SYNTHETIC,SMOTE_SYNTHETIC,SMOTE_SYNTHETIC,0,0,SMOTE_SYNTHETIC,0.0007556924193311385,0.013835584445061666,0.7204100333480035,0.0023650440292882833,0.0,0.0010141318839503707,0.021320276448747663,0.0012132788573681712,0.004712456389166031,0.21863472148387214,0.011113143014122435,0.5568734942145797,0.3921425502101211,0.4333222212176382,0.2,0.0005216223180195857,0.09031244719414734,0.35470622009682246,0.011235955056179775,0.4039956733220367,0.3792915919619315,0.47769471526736024,0.4076807975646792
3722097,LONG_METHOD,0,0,git@github.com:alibaba/atlas.git,e8c7b3f1ff14b2a1df64321c6992b796cae7d732,/atlas-core/src/main/java/android/taobao/atlas/runtime/newcomponent/IntentResolver.java,461,489,android.taobao.atlas.runtime.newcomponent.IntentResolver#register_mime_types F|String,0.0019483938915218536,0.024838012958963283,0.9666666666666668,0.0051441431786518055,0.0,0.0014520292557005593,0.06666666666666667,0.002068519715578539,0.0014718869590815426,0.1,0.041866028708133975,1.0,0.6901666666666667,0.5759967411782677,0.8,0.005828687956453439,0.0,0.0,0.011235955056179775,0.7914269494751237,0.7,0.8620000000000001,0.8260000000000001
SMOTE_SYNTHETIC_3480,LONG_METHOD,1,1,SMOTE_SYNTHETIC,SMOTE_SYNTHETIC,SMOTE_SYNTHETIC,0,0,SMOTE_SYNTHETIC,0.0006468877545896552,0.050993743986545374,0.7197667483514935,0.006000520866441831,1.0,0.0020165434569906914,0.018552501069682256,0.0012003100788180415,0.007702430143849209,0.2560571900444073,0.011939772036329642,0.6787767464700486,0.5281032008897365,0.78718932088846,0.3357800770171224,0.0014020417354386415,0.08272523665182814,0.0,0.04556237902118263,0.5899888366195727,0.5048735868771448,0.6142052121827084,0.3809942160335645
SMOTE_SYNTHETIC_3849,LONG_METHOD,1,1,SMOTE_SYNTHETIC,SMOTE_SYNTHETIC,SMOTE_SYNTHETIC,0,0,SMOTE_SYNTHETIC,0.003065259007847797,0.07993005282565874,0.2738277327858686,0.00822328323742378,0.0,0.00770540338297161,0.01890544543758423,0.004769966870487311,0.006392766256061612,0.38457140278842583,0.06941403087366722,1.0,0.7152000779781728,0.8404648913359174,0.5194039642469677,0.0033255216426425144,0.09375038786468101,0.06716336312752688,0.03387529094186301,0.7851665596948321,0.7201490089382581,0.6854330769321219,0.4534926805074251
SMOTE_SYNTHETIC_1541,FEATURE_ENVY,1,1,SMOTE_SYNTHETIC,SMOTE_SYNTHETIC,SMOTE_SYNTHETIC,0,0,SMOTE_SYNTHETIC,0.002066069870557859,0.09033261310708357,0.7660694208359324,0.010856844069199869,1.0,0.003106842847612987,0.05053468015680477,0.0018451509450090713,0.007104450440381596,0.18860931419941634,0.05614992020278297,1.0,0.7447280263612213,0.9031845556262389,0.8,0.0027201744088830044,0.3311206368764511,0.28381475444234017,0.24479128259357602,0.8816420526310872,0.785144426332702,0.8202150084990643,0.7032947662022598
SMOTE_SYNTHETIC_4611,LONG_METHOD,1,1,SMOTE_SYNTHETIC,SMOTE_SYNTHETIC,SMOTE_SYNTHETIC,0,0,SMOTE_SYNTHETIC,0.008465799661860418,0.07489312231196613,0.9924795206853116,0.020182599113882572,0.0,0.010191499976046764,0.029929474381146577,0.01290932463858593,0.006918248673164198,0.05332607436130991,0.10836050387975074,1.0,0.9984959041370622,0.7066352839170537,0.8308290086356974,0.010118000777827867,0.3533534294174805,0.3050148503666268,0.05964370883547162,0.9113087565286324,0.791504455109988,0.9977438562055934,0.8054899639777212
SMOTE_SYNTHETIC_732,FEATURE_ENVY,1,1,SMOTE_SYNTHETIC,SMOTE_SYNTHETIC,SMOTE_SYNTHETIC,0,0,SMOTE_SYNTHETIC,0.0014328080657006591,0.06657596709778388,0.8486900053494351,0.012047007501030677,1.0,0.004952466870665527,0.03146773454964116,0.001737597978654473,0.0195650840136808,0.06948938773086888,0.03360895842181098,0.9725756978797251,0.7784573145478776,0.8733402973579933,0.5776128145956939,0.005937163871544434,0.433176336354018,0.2645864780347978,0.11982238448242033,0.8176317563723756,0.7793759434104393,0.7722792029460747,0.5855630473247828
SMOTE_SYNTHETIC_1922,GOD_CLASS,1,1,SMOTE_SYNTHETIC,SMOTE_SYNTHETIC,SMOTE_SYNTHETIC,0,0,SMOTE_SYNTHETIC,0.0018570549076552183,0.09633216189080153,0.8989464770057061,0.01279587635633695,1.0,0.002969420775025,0.013176024567810404,0.0034116829352003305,0.005465535705712024,0.09155248158612489,0.0489265906877405,0.9956636817409314,0.7452657179590497,0.8016046332168953,0.7752210385196086,0.0024990960673730127,0.2127130697235781,0.012642327285914023,0.0433530574272962,0.8505583080580401,0.7037926981857742,0.8518077246726926,0.59924141311681
SMOTE_SYNTHETIC_4157,LONG_METHOD,1,1,SMOTE_SYNTHETIC,SMOTE_SYNTHETIC,SMOTE_SYNTHETIC,0,0,SMOTE_SYNTHETIC,0.0020290378494673706,0.055597849981147675,0.9374078043545367,0.008393784809241078,1.0,0.0030412849056912256,0.08709774413873056,0.0012885867052469936,0.01534622529869238,0.11031301979733028,0.019349570420385605,1.0,0.7819032658247347,0.8679992411119251,1.0,0.0018747491550465262,0.2808942327948914,0.1499429902204065,0.025188815070464877,0.9361607593130135,0.7449828970661219,0.8856048987371019,0.8807688079116744
5499603,LONG_METHOD,1,2,git@github.com:apache/rocketmq-externals.git,dba6eb0c997d5c325f26b3d1da9d739d927228dc,/rocketmq-console/src/main/java/org/apache/rocketmq/console/service/impl/ConsumerServiceImpl.java,208,251,org.apache.rocketmq.console.service.impl.ConsumerServiceImpl#resetOffset ResetOffsetRequest,0.002527646129541864,0.04319654427645788,0.934065934065934,0.009966777408637873,1.0,0.002312491036856446,0.03888888888888889,0.0018099547511312218,0.00029437739181630853,0.5714285714285714,0.09928229665071771,1.0,0.7958131868131868,0.8016701461377871,0.8,0.0009125723568184677,0.0,0.0,0.011235955056179775,0.8716231471821566,0.4774,0.9642197802197802,0.8042197802197802
SMOTE_SYNTHETIC_3876,LONG_METHOD,1,1,SMOTE_SYNTHETIC,SMOTE_SYNTHETIC,SMOTE_SYNTHETIC,0,0,SMOTE_SYNTHETIC,0.0,0.011143126421056944,0.0,0.0019420187142572265,1.0,0.00048115467637764657,0.0,0.0,0.0007893626535476215,0.0,0.0,0.15477802598848095,0.13002608312603792,0.2552064769081929,0.08790233772658203,0.9064692817215225,0.31846077005827667,0.16455970863306557,0.07235406391722371,0.15760448707970293,0.7493679125899196,0.12382242079078476,0.0
4132083,FEATURE_ENVY,0,0,git@github.com:apache/calcite.git,a648f9c12309cc253628930b0cab98591caa66ab,/core/src/main/java/org/apache/calcite/sql/SqlSetOperator.java,40,54,org.apache.calcite.sql.SqlSetOperator.SqlSetOperator String|SqlKind|int|boolean,0.0001579778830963665,0.011879049676025918,0.6666666666666667,0.0007501875468867217,1.0,0.0004212677470242363,0.005555555555555556,0.00038784744667097606,0.00029437739181630853,0.6666666666666666,0.0023923444976076554,0.26,0.2843333333333333,0.38827503097577953,0.2,0.0002729688574647616,0.16028090240224388,0.0,0.011235955056179775,0.2866285849790686,0.1427999999999999,0.356,0.244
SMOTE_SYNTHETIC_1489,FEATURE_ENVY,1,1,SMOTE_SYNTHETIC,SMOTE_SYNTHETIC,SMOTE_SYNTHETIC,0,0,SMOTE_SYNTHETIC,0.0,0.015752645468638214,0.0,0.0019142982068359586,1.0,0.0004912029331524772,0.0,0.0,0.0006116855195710661,0.0,0.0,0.20586949703958987,0.16464759578270438,0.29577781500175004,0.2,0.6178150589970413,0.3052718119360279,0.41168435649743673,0.06654049764064143,0.21927189835504693,0.823505306949231,0.17504339644750783,0.0
9003128,GOD_CLASS,0,0,git@github.com:apache/lucene-solr.git,bca22d58e2d126ec6d349d375d3ea028892104e1,/solr/core/src/java/org/apache/solr/search/BoostQParserPlugin.java,39,87,org.apache.solr.search.BoostQParserPlugin,0.00042127435492364404,0.017278617710583154,0.8333333333333334,0.0015003750937734434,1.0,0.0003405994550408719,0.016666666666666666,0.0005171299288946348,0.0005887547836326171,0.5,0.01076555023923445,0.5549999999999999,0.3923333333333333,0.4533835735017058,0.4,0.0004041009556586176,0.244864910779281,0.3,0.0898876404494382,0.46104550298008284,0.3014,0.506,0.374
SMOTE_SYNTHETIC_2065,GOD_CLASS,1,1,SMOTE_SYNTHETIC,SMOTE_SYNTHETIC,SMOTE_SYNTHETIC,0,0,SMOTE_SYNTHETIC,0.003198695109310144,0.08907165711476554,0.6995605685890002,0.007688043549723851,0.0,0.003053527734436275,0.07088790419924196,0.002033855970149255,0.009597729170445777,0.1718208177640836,0.054616482829572294,1.0,0.8054371064756183,0.7947168371235762,0.8,0.0031049329604466067,0.07669261308752921,0.0,0.018831261523442194,0.8725552794766179,0.6741433855917911,0.8606174764658261,0.80229428607137
SMOTE_SYNTHETIC_2666,GOD_CLASS,1,1,SMOTE_SYNTHETIC,SMOTE_SYNTHETIC,SMOTE_SYNTHETIC,0,0,SMOTE_SYNTHETIC,0.009227398143616712,0.057656651230463145,0.8632553729327467,0.012572621129370482,0.0,0.0076188608087387035,0.06448024476149168,0.009220248825039249,0.008833797122784542,0.13130728960265783,0.07208613389491206,1.0,0.9726510745865494,0.827186966373093,0.8354341850543732,0.003727581605264075,0.35712999791479877,0.04840171027812555,0.026453279219592483,0.9336241581230642,0.7145205130834377,0.958976611879824,0.8273239599233225
SMOTE_SYNTHETIC_3094,GOD_CLASS,1,1,SMOTE_SYNTHETIC,SMOTE_SYNTHETIC,SMOTE_SYNTHETIC,0,0,SMOTE_SYNTHETIC,0.0,0.024238067282921688,0.0,0.001940961587825139,0.0,0.00023105001462762255,0.0,0.0,0.0011120953876875453,0.0,0.0,0.3,0.2128888940159873,0.405700798184531,0.2,0.0019497322715092639,0.19953335620412657,0.03174645028467721,0.03245940925846775,0.28235682065095585,0.6462119892826713,0.26800005273586935,0.0
SMOTE_SYNTHETIC_1588,FEATURE_ENVY,1,1,SMOTE_SYNTHETIC,SMOTE_SYNTHETIC,SMOTE_SYNTHETIC,0,0,SMOTE_SYNTHETIC,0.0037268071710242906,0.08730226537081327,0.7417947137485673,0.009627223282962746,1.0,0.0039821637044755885,0.09959693603296108,0.002443978276327393,0.007482951983357066,0.3000147102822128,0.07494048046430367,1.0,0.8905040457778475,0.8544105073395607,1.0,0.010168827094986836,0.33335453889791106,0.1751939709878384,0.04765091079484971,0.9617088136676964,0.7525581912963515,0.9186835171527041,0.9186835171527041
SMOTE_SYNTHETIC_1017,FEATURE_ENVY,1,1,SMOTE_SYNTHETIC,SMOTE_SYNTHETIC,SMOTE_SYNTHETIC,0,0,SMOTE_SYNTHETIC,0.0015925539188259461,0.10596097017450157,0.9208870223048966,0.012050563065639557,1.0,0.00396926835565853,0.02059499899861548,0.0024720490574340476,0.0021142034703793165,0.15934799151973286,0.10950287857532501,1.0,0.7600349277067422,0.7546771918539282,0.6707099819750786,0.004144902883940472,0.19422498855487697,0.03402368895392667,0.018499439214883222,0.8171197393978332,0.6409113243506009,0.8182068980395067,0.5923488944345224
5539522,GOD_CLASS,1,1,git@github.com:apache/sentry.git,f859446b65bbc274bc4899464892151eec8217c6,/sentry-tests/sentry-tests-kafka/src/main/java/org/apache/sentry/tests/e2e/kafka/KafkaTestServer.java,35,129,org.apache.sentry.tests.e2e.kafka.KafkaTestServer,0.00036861506055818854,0.032397408207343416,0.0,0.0031079198371021326,0.0,0.0007349777714039869,0.022222222222222223,0.0002585649644473174,0.0020606417427141595,0.6428571428571429,0.007177033492822967,0.51,0.2818333333333334,0.6723356586384235,0.2,0.0004148056167356671,0.2630027706662443,0.1428571428571428,0.06741573033707865,0.41783369345783755,0.2598571428571428,0.356,0.136
7294889,LONG_METHOD,0,0,git@github.com:spring-projects/grails-ide.git,cb5162c5a7fc60a2847c39d2750003ada7e80ff7,/org.grails.ide.eclipse.core/src/org/grails/ide/eclipse/core/util/JobUtil.java,25,29,org.grails.ide.eclipse.core.util.JobUtil.schedule Job,5.2659294365455505e-05,0.0032397408207343412,0.0,0.0006430178973314757,0.0,4.481571776853578e-05,0.005555555555555556,0.0001292824822236587,0.0,0.0,0.005980861244019139,0.2199999999999999,0.0383333333333333,0.06843525637761597,0.0,0.00010972277603975712,0.16342683486302897,0.0,0.033707865168539325,0.08411471111777226,0.0574,0.044,0.028
3727271,GOD_CLASS,1,3,git@github.com:alibaba/druid.git,768469fe4d1340efe1036453366a58c9ab7e30d1,/src/main/java/com/alibaba/druid/pool/DruidPooledCallableStatement.java,40,1089,com.alibaba.druid.pool.DruidPooledCallableStatement,0.0001579778830963665,0.03347732181425486,1.0,0.006751687921980495,1.0,0.008299870930732827,0.011111111111111112,0.0002585649644473174,0.0008831321754489255,1.0,0.0,0.5833333333333334,0.6675,0.8739752533224706,0.6,0.008796555240065406,0.3109365723556622,0.2727272727272727,0.033707865168539325,0.6915242153543558,0.7818181818181817,0.624,0.364
SMOTE_SYNTHETIC_2494,GOD_CLASS,1,1,SMOTE_SYNTHETIC,SMOTE_SYNTHETIC,SMOTE_SYNTHETIC,0,0,SMOTE_SYNTHETIC,0.0005094663293170542,0.008171008774270495,0.7748108891376644,0.0016956840981966158,1.0,0.0004381720238710972,0.013437174435737304,0.0007005418743933697,0.0012528920209885616,0.1726449849944573,0.009810847441291811,0.5455139964838167,0.3115048398869996,0.2733253052401599,0.2,0.00022690377632368208,0.06428977242375263,0.0,0.011235955056179775,0.3426210681263434,0.11870167007313148,0.4006376409908398,0.35821521945980045
SMOTE_SYNTHETIC_4872,LONG_METHOD,1,1,SMOTE_SYNTHETIC,SMOTE_SYNTHETIC,SMOTE_SYNTHETIC,0,0,SMOTE_SYNTHETIC,0.0035287093682967252,0.0444954315038732,0.7427512633355345,0.008480096054648466,1.0,0.003103887205185894,0.061347733862823765,0.0042002449717260075,0.0034823761020803326,0.2733037189194518,0.046752612668201625,1.0,0.8595339220759336,0.8319921472867511,0.9042592095308278,0.0034412863161058585,0.15327607932377807,0.5990030402660469,0.034664990905803994,0.9230338354012342,0.879700912079814,0.91708093157251,0.843677220906826
SMOTE_SYNTHETIC_3206,GOD_CLASS,1,1,SMOTE_SYNTHETIC,SMOTE_SYNTHETIC,SMOTE_SYNTHETIC,0,0,SMOTE_SYNTHETIC,0.0005808159570400665,0.06384157498030787,0.9476245713671761,0.007943124898913845,1.0,0.0017918435088235495,0.012418542755718685,0.0010266775415795027,0.011000142372649364,0.11313825204886876,0.010589720746464169,0.6098552290415415,0.5538210002107614,0.8507151915173075,0.46176688480146816,0.0019909556875034066,0.19327354305926844,0.1343726806591389,0.04064796458443463,0.6265797478572137,0.7403118041977417,0.6725249316036798,0.417231685524267
SMOTE_SYNTHETIC_1146,FEATURE_ENVY,1,1,SMOTE_SYNTHETIC,SMOTE_SYNTHETIC,SMOTE_SYNTHETIC,0,0,SMOTE_SYNTHETIC,0.004047422490853312,0.07743970879918294,0.7262325783708425,0.009822973521636622,1.0,0.003587426495356179,0.09057695836843793,0.0028900211278697465,0.0036593523846189645,0.32930162533891766,0.07227009233993827,1.0,0.8906388106615309,0.839613412274923,1.0,0.012236509286442085,0.3619503043284227,0.13291282568538615,0.04537057936280734,0.9583164481415475,0.7398738477056158,0.917262068498615,0.917262068498615
SMOTE_SYNTHETIC_4718,LONG_METHOD,1,1,SMOTE_SYNTHETIC,SMOTE_SYNTHETIC,SMOTE_SYNTHETIC,0,0,SMOTE_SYNTHETIC,0.0003931488155887115,0.0743259380444871,0.9762738144058984,0.009627613329753074,1.0,0.002892592970007197,0.021790837029602196,0.0005673234225414383,0.013912650001827322,0.049663082529230754,0.010033787886791896,0.673525691229325,0.5942648797318587,0.8682734907945432,0.584470133065679,0.0027036596537876973,0.25991248210479295,0.015529866934321013,0.11061462169277292,0.6905804750641118,0.7046589600802963,0.6526093123860065,0.43105632569257446
SMOTE_SYNTHETIC_2788,GOD_CLASS,1,1,SMOTE_SYNTHETIC,SMOTE_SYNTHETIC,SMOTE_SYNTHETIC,0,0,SMOTE_SYNTHETIC,0.00034455035448164266,0.023100088166459892,0.6412784017559108,0.0029283436411842363,1.0,0.000438776425235814,0.019683395731146632,0.0004075409941130621,0.0008831321754489255,0.5597869330406816,0.014354066985645933,0.7154301123160639,0.38785335818495,0.5915143191742169,0.2,0.0006311626129044438,0.17740635207860678,0.09418560117060717,0.041520683382819425,0.48140611665478,0.358439943713129,0.5014157900853267,0.31558783501175225
SMOTE_SYNTHETIC_1894,GOD_CLASS,1,1,SMOTE_SYNTHETIC,SMOTE_SYNTHETIC,SMOTE_SYNTHETIC,0,0,SMOTE_SYNTHETIC,0.0015271195365982096,0.03995680345572354,0.8525526547735359,0.005669952307322757,1.0,0.0020780427648012167,0.02576372226749189,0.002550104716703674,0.007628027678671068,0.09415577771853735,0.017284832496896937,0.7994099240018038,0.6555987352130449,0.7664037707374417,0.563747000814854,0.0021279619461850134,0.30772504155379665,0.0944694235470311,0.054143089933418764,0.7109745285293604,0.677332857210609,0.7877657964320608,0.5805151965950315
SMOTE_SYNTHETIC_4843,LONG_METHOD,1,1,SMOTE_SYNTHETIC,SMOTE_SYNTHETIC,SMOTE_SYNTHETIC,0,0,SMOTE_SYNTHETIC,0.007604437563796232,0.09288269003531896,0.9752589942427214,0.012377695875206842,0.0,0.005370837524885342,0.09794008085739433,0.004267533415992936,0.005106399759707546,0.09563332197078675,0.127831418250268,1.0,0.8989032779964118,0.7482239960264558,1.0,0.005386244223183081,0.2796888992158883,0.24372309742392634,0.0721289479725167,0.9393284406265138,0.7731169292271779,0.9736114147074642,0.9657087965552341
SMOTE_SYNTHETIC_168,FEATURE_ENVY,1,1,SMOTE_SYNTHETIC,SMOTE_SYNTHETIC,SMOTE_SYNTHETIC,0,0,SMOTE_SYNTHETIC,0.00023703717363834776,0.030778980483144952,0.6666666666666667,0.0032685311405645455,0.0,0.0011829513460847724,0.01111605899034157,0.00038784744667097606,0.007208706698107147,0.197519868910352,0.01016586611555954,0.5974532425412721,0.4255808841331143,0.6486634403375656,0.2,0.0007132993405289522,0.1373347895099013,0.05560503434786016,0.028104898060586792,0.473440930339286,0.3898345020909163,0.5360106874191378,0.27602849978436744
SMOTE_SYNTHETIC_163,FEATURE_ENVY,1,1,SMOTE_SYNTHETIC,SMOTE_SYNTHETIC,SMOTE_SYNTHETIC,0,0,SMOTE_SYNTHETIC,0.008595544637758403,0.16455868626695772,0.6489881875850496,0.03138656054941417,0.0,0.011312133959712044,0.061600013012653235,0.006351566049458605,0.017562560367112706,0.1349453169227995,0.23411010248135508,1.0,0.92979763751701,0.8939199437225765,0.8029334114092528,0.00841808862760893,0.42345755827492354,0.11393083568536702,0.21331834767363747,0.9291726837761562,0.7341792507056101,0.8946964562755149,0.815869820839216
SMOTE_SYNTHETIC_152,FEATURE_ENVY,1,1,SMOTE_SYNTHETIC,SMOTE_SYNTHETIC,SMOTE_SYNTHETIC,0,0,SMOTE_SYNTHETIC,0.0,0.015996245034296842,0.0,0.002575426776808187,1.0,0.0008190101160245256,0.0,0.0,0.00029437739181630853,0.0,0.0,0.22218784352638316,0.1938128893299009,0.3253799186242604,0.2,0.23543051944765944,0.18394079881443143,0.0742173186400702,0.03914995924495959,0.23814803753993138,0.722265195592021,0.17775027482110653,0.0
SMOTE_SYNTHETIC_2171,GOD_CLASS,1,1,SMOTE_SYNTHETIC,SMOTE_SYNTHETIC,SMOTE_SYNTHETIC,0,0,SMOTE_SYNTHETIC,0.00048331381500198503,0.011457417290212346,0.581228082154372,0.0014570677582832969,0.0,0.0004043254656882954,0.009969624092899577,0.0009811331187387002,0.0007641740513810547,0.5993165420902404,0.0,0.33886223550273936,0.2984352801730415,0.4099184663421951,0.16027338316390383,0.0004952563405105282,0.21655061722085975,0.2595209119762003,0.03809473695801535,0.30570983215445124,0.33694299169598,0.3751082803502528,0.2836841061558517
SMOTE_SYNTHETIC_3948,LONG_METHOD,1,1,SMOTE_SYNTHETIC,SMOTE_SYNTHETIC,SMOTE_SYNTHETIC,0,0,SMOTE_SYNTHETIC,0.0014908828485473123,0.024709878035491815,0.6874576862608972,0.0038984320450298022,0.0,0.002313887510708462,0.09133707516907061,0.000670078481886775,0.006719781642623041,0.5288882300080204,0.01846970517994343,0.9419930553320969,0.6192473739408305,0.7556362265700083,0.6,0.0015622261620561449,0.2967466540483882,0.4376269412173084,0.05267567085490497,0.746129480490743,0.717332503969215,0.6990507764869234,0.7202576164730384
6904320,FEATURE_ENVY,0,0,git@github.com:google/error-prone-javac.git,a53d069bbdb2c60232ed3811c19b65e41c3e60e0,/src/jdk.compiler/share/classes/com/sun/tools/javac/code/Type.java,1722,1728,com.sun.tools.javac.code.Type.CapturedType#cloneWithMetadata TypeMetadata,0.000315955766192733,0.0183585313174946,0.9333333333333332,0.0015003750937734434,1.0,0.000403341459916822,0.005555555555555556,0.0007756948933419521,0.00029437739181630853,0.3333333333333333,0.005980861244019139,0.43,0.4141666666666667,0.4087105589218731,0.4,0.008831345388565816,0.39150493415920995,0.1428571428571428,0.10112359550561797,0.4234360981138119,0.7428571428571428,0.532,0.348
